UK000070765,20150505,TMIN,69,,,E,
UK000070765,20150505,PRCP,196,,,E,
UK000070765,20150505,TAVG,73,H,,S,
UK000070765,20150506,TMAX,84,,,E,
UK000070765,20150506,TMIN,64,,,E,
UK000070765,20150506,PRCP,48,,,E,
UK000070765,20150506,TAVG,58,H,,S,
UK000070765,20150507,TMAX,98,,,E,
UK000070765,20150507,TMIN,30,,,E,
UK000070765,20150507,PRCP,0,,,E,
UK000070765,20150507,TAVG,43,H,,S,
UK000070765,20150508,TMAX,110,,,E,
UK000070765,20150508,TMIN,7,,,E,
UK000070765,20150508,PRCP,0,,,E,
UK000070765,20150508,TAVG,56,H,,S,
UK000070765,20150509,TMAX,112,,,E,
UK000070765,20150509,TMIN,58,,,E,
UK000070765,20150509,PRCP,22,,,E,
UK000070765,20150509,TAVG,71,H,,S,
UK000070765,20150510,TMAX,137,,,E,
UK000070765,20150510,TMIN,8,,,E,
UK000070765,20150510,PRCP,18,,,E,
UK000070765,20150510,TAVG,71,H,,S,
UK000070765,20150511,TMAX,134,,,E,
UK000070765,20150511,TMIN,82,,,E,
UK000070765,20150511,PRCP,16,,,E,
UK000070765,20150511,TAVG,98,H,,S,
UK000070765,20150512,TMAX,101,,,E,
UK000070765,20150512,TMIN,74,,,E,
UK000070765,20150512,PRCP,4,,,E,
UK000070765,20150512,TAVG,87,H,,S,
UK000070765,20150513,TMAX,105,,,E,
UK000070765,20150513,TMIN,58,,,E,
UK000070765,20150513,PRCP,0,,,E,
UK000070765,20150513,TAVG,67,H,,S,
UK000070765,20150514,TMAX,107,,,E,
UK000070765,20150514,TMIN,-7,,,E,
UK000070765,20150514,PRCP,0,,,E,
UK000070765,20150514,TAVG,56,H,,S,
UK000070765,20150515,TMAX,117,,,E,
UK000070765,20150515,TMIN,54,,,E,
UK000070765,20150515,PRCP,24,,,E,
UK000070765,20150515,TAVG,72,H,,S,
UK000070765,20150516,TMAX,119,,,E,
UK000070765,20150516,TMIN,47,,,E,
UK000070765,20150516,PRCP,32,,,E,
UK000070765,20150516,TAVG,69,H,,S,
UK000070765,20150517,TMAX,104,,,E,
UK000070765,20150517,TMIN,34,,,E,
UK000070765,20150517,PRCP,16,,,E,
UK000070765,20150517,TAVG,71,H,,S,
UK000070765,20150518,TMAX,97,,,E,
UK000070765,20150518,TMIN,56,,,E,
UK000070765,20150518,PRCP,0,,,E,
UK000070765,20150518,TAVG,66,H,,S,
UK000070765,20150519,TMAX,130,,,E,
UK000070765,20150519,TMIN,20,,,E,
UK000070765,20150519,PRCP,34,,,E,
UK000070765,20150519,TAVG,61,H,,S,
UK000070765,20150520,TMAX,137,,,E,
UK000070765,20150520,TMIN,72,,,E,
UK000070765,20150520,PRCP,16,,,E,
UK000070765,20150520,TAVG,86,H,,S,
UK000070765,20150521,TMAX,119,,,E,
UK000070765,20150521,TMIN,70,,,E,
UK000070765,20150521,PRCP,4,,,E,
UK000070765,20150521,TAVG,101,H,,S,
UK000070765,20150522,TMAX,111,,,E,
UK000070765,20150522,TMIN,78,,,E,
UK000070765,20150522,PRCP,6,,,E,
UK000070765,20150522,TAVG,87,H,,S,
UK000070765,20150523,TMAX,130,,,E,
UK000070765,20150523,TMIN,69,,,E,
UK000070765,20150523,PRCP,88,,,E,
UK000070765,20150523,TAVG,83,H,,S,
UK000070765,20150524,TMAX,115,,,E,
UK000070765,20150524,TMIN,68,,,E,
UK000070765,20150524,PRCP,28,,,E,
UK000070765,20150524,TAVG,81,H,,S,
UK000070765,20150525,TMAX,113,,,E,
UK000070765,20150525,TMIN,61,,,E,
UK000070765,20150525,PRCP,4,,,E,
UK000070765,20150525,TAVG,77,H,,S,
UK000070765,20150526,TMAX,108,,,E,
UK000070765,20150526,TMIN,72,,,E,
UK000070765,20150526,PRCP,8,,,E,
UK000070765,20150526,TAVG,80,H,,S,
UK000070765,20150527,TMAX,121,,,E,
UK000070765,20150527,TMIN,60,,,E,
UK000070765,20150527,PRCP,42,,,E,
UK000070765,20150527,TAVG,79,H,,S,
UK000070765,20150528,TMAX,119,,,E,
UK000070765,20150528,TMIN,43,,,E,
UK000070765,20150528,PRCP,12,,,E,
UK000070765,20150528,TAVG,72,H,,S,
UK000070765,20150529,TMAX,123,,,E,
UK000070765,20150529,TMIN,30,,,E,
UK000070765,20150529,PRCP,24,,,E,
UK000070765,20150529,TAVG,65,H,,S,
UK000070765,20150530,TMAX,100,,,E,
UK000070765,20150530,TMIN,48,,,E,
UK000070765,20150530,PRCP,6,,,E,
UK000070765,20150530,TAVG,87,H,,S,
UK000070765,20150531,TMAX,121,,,E,
UK000070765,20150531,TMIN,72,,,E,
UK000070765,20150531,PRCP,72,,,E,
